HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Beta_vulgaris	Betula_pendula	Camellia_sinensis	Cinnamomum_kanehirae	Cucumis_sativus	Eucalyptus_grandis	Ginkgo_biloba	Malania_oleifera	Malus_domestica	Medicago_truncatula	Mimulus_guttatus	Nicotiana_tabacum	Physcomitrella_patens	Picea_abies	Pinus_tabuliformis	Populus_tremula	Prunus_avium	Salix_purpurea	Sequoiadendron_giganteum	Taxus_chinensis	Vitis_vinifera	Welwitschia_mirabilis	Zostera_marina
N21.HOG0000175	OG0000002	n496						Cucsa.192370.1.v1.122 gene=Cucsa.192370.v1 seq_id=scaffold01333 type=cds, Cucsa.334140.1.v1.122 gene=Cucsa.334140.v1 seq_id=scaffold03306 type=cds, Cucsa.392740.1.v1.122 gene=Cucsa.392740.v1 seq_id=scaffold04070 type=cds, Cucsa.051010.1.v1.122 gene=Cucsa.051010.v1 seq_id=scaffold00557 type=cds																		
N21.HOG0000176	OG0000002	n558						Cucsa.279480.1.v1.122 gene=Cucsa.279480.v1 seq_id=scaffold02622 type=cds, Cucsa.346280.1.v1.122 gene=Cucsa.346280.v1 seq_id=scaffold03449 type=cds																		
N21.HOG0000177	OG0000002	n578						Cucsa.068380.1.v1.122 gene=Cucsa.068380.v1 seq_id=scaffold00707 type=cds																		
N21.HOG0000178	OG0000002	n596						Cucsa.018390.1.v1.122 gene=Cucsa.018390.v1 seq_id=scaffold00252 type=cds																		
N21.HOG0000179	OG0000002	n626						Cucsa.316900.1.v1.122 gene=Cucsa.316900.v1 seq_id=scaffold03050 type=cds																		
N21.HOG0000180	OG0000002	n630						Cucsa.038550.1.v1.122 gene=Cucsa.038550.v1 seq_id=scaffold00507 type=cds																		
N21.HOG0000181	OG0000002	n868						Cucsa.001090.1.v1.122 gene=Cucsa.001090.v1 seq_id=scaffold00019 type=cds																		
N21.HOG0000182	OG0000002	n869						Cucsa.316790.1.v1.122 gene=Cucsa.316790.v1 seq_id=scaffold03050 type=cds																		
N21.HOG0000183	OG0000002	n916						Cucsa.056980.1.v1.122 gene=Cucsa.056980.v1 seq_id=scaffold00608 type=cds																		
N21.HOG0000184	OG0000002	n933			Betpen_Bpev01.c2114.g0001.m0001																					
N21.HOG0000185	OG0000002	n935						Cucsa.354960.1.v1.122 gene=Cucsa.354960.v1 seq_id=scaffold03558 type=cds, Cucsa.165400.1.v1.122 gene=Cucsa.165400.v1 seq_id=scaffold01153 type=cds, Cucsa.296510.1.v1.122 gene=Cucsa.296510.v1 seq_id=scaffold02863 type=cds																		
N21.HOG0000186	OG0000002	n954						Cucsa.273220.1.v1.122 gene=Cucsa.273220.v1 seq_id=scaffold02511 type=cds, Cucsa.316930.1.v1.122 gene=Cucsa.316930.v1 seq_id=scaffold03050 type=cds, Cucsa.356900.1.v1.122 gene=Cucsa.356900.v1 seq_id=scaffold03577 type=cds, Cucsa.380550.1.v1.122 gene=Cucsa.380550.v1 seq_id=scaffold03841 type=cds, Cucsa.393640.1.v1.122 gene=Cucsa.393640.v1 seq_id=scaffold04097 type=cds																		
N21.HOG0000187	OG0000002	n973						Cucsa.012530.1.v1.122 gene=Cucsa.012530.v1 seq_id=scaffold00164 type=cds																		
N21.HOG0000188	OG0000002	n990						Cucsa.022600.1.v1.122 gene=Cucsa.022600.v1 seq_id=scaffold00319 type=cds, Cucsa.119800.1.v1.122 gene=Cucsa.119800.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0000189	OG0000002	n994			Betpen_Bpev01.c0166.g0042.m0001																					
N21.HOG0000190	OG0000002	n1197						Cucsa.212990.1.v1.122 gene=Cucsa.212990.v1 seq_id=scaffold01543 type=cds, Cucsa.292110.1.v1.122 gene=Cucsa.292110.v1 seq_id=scaffold02769 type=cds, Cucsa.061280.1.v1.122 gene=Cucsa.061280.v1 seq_id=scaffold00648 type=cds, Cucsa.288260.1.v1.122 gene=Cucsa.288260.v1 seq_id=scaffold02690 type=cds, Cucsa.238760.1.v1.122 gene=Cucsa.238760.v1 seq_id=scaffold02036 type=cds, Cucsa.244900.1.v1.122 gene=Cucsa.244900.v1 seq_id=scaffold02137 type=cds, Cucsa.022400.1.v1.122 gene=Cucsa.022400.v1 seq_id=scaffold00314 type=cds, Cucsa.369490.1.v1.122 gene=Cucsa.369490.v1 seq_id=scaffold03646 type=cds, Cucsa.369460.1.v1.122 gene=Cucsa.369460.v1 seq_id=scaffold03646 type=cds, Cucsa.369450.1.v1.122 gene=Cucsa.369450.v1 seq_id=scaffold03646 type=cds, Cucsa.027120.1.v1.122 gene=Cucsa.027120.v1 seq_id=scaffold00371 type=cds, Cucsa.326430.1.v1.122 gene=Cucsa.326430.v1 seq_id=scaffold03133 type=cds, Cucsa.282340.1.v1.122 gene=Cucsa.282340.v1 seq_id=scaffold02644 type=cds, Cucsa.033390.1.v1.122 gene=Cucsa.033390.v1 seq_id=scaffold00432 type=cds																		
N21.HOG0000191	OG0000002	n1232						Cucsa.199780.1.v1.122 gene=Cucsa.199780.v1 seq_id=scaffold01365 type=cds, Cucsa.278240.1.v1.122 gene=Cucsa.278240.v1 seq_id=scaffold02609 type=cds																		
N21.HOG0000192	OG0000002	n1278						Cucsa.355910.1.v1.122 gene=Cucsa.355910.v1 seq_id=scaffold03577 type=cds, Cucsa.156090.1.v1.122 gene=Cucsa.156090.v1 seq_id=scaffold01139 type=cds, Cucsa.315450.1.v1.122 gene=Cucsa.315450.v1 seq_id=scaffold03024 type=cds, Cucsa.316910.1.v1.122 gene=Cucsa.316910.v1 seq_id=scaffold03050 type=cds, Cucsa.317590.1.v1.122 gene=Cucsa.317590.v1 seq_id=scaffold03054 type=cds, Cucsa.023240.1.v1.122 gene=Cucsa.023240.v1 seq_id=scaffold00322 type=cds, Cucsa.027410.1.v1.122 gene=Cucsa.027410.v1 seq_id=scaffold00378 type=cds, Cucsa.393230.1.v1.122 gene=Cucsa.393230.v1 seq_id=scaffold04084 type=cds, Cucsa.264990.1.v1.122 gene=Cucsa.264990.v1 seq_id=scaffold02340 type=cds, Cucsa.027470.1.v1.122 gene=Cucsa.027470.v1 seq_id=scaffold00378 type=cds, Cucsa.249330.1.v1.122 gene=Cucsa.249330.v1 seq_id=scaffold02209 type=cds, Cucsa.265940.1.v1.122 gene=Cucsa.265940.v1 seq_id=scaffold02352 type=cds, Cucsa.383100.1.v1.122 gene=Cucsa.383100.v1 seq_id=scaffold03882 type=cds, Cucsa.218080.1.v1.122 gene=Cucsa.218080.v1 seq_id=scaffold01658 type=cds, Cucsa.275580.1.v1.122 gene=Cucsa.275580.v1 seq_id=scaffold02581 type=cds, Cucsa.054680.1.v1.122 gene=Cucsa.054680.v1 seq_id=scaffold00585 type=cds, Cucsa.031240.1.v1.122 gene=Cucsa.031240.1.v1 seq_id=scaffold00429 type=cds, Cucsa.235840.1.v1.122 gene=Cucsa.235840.v1 seq_id=scaffold02012 type=cds, Cucsa.058600.1.v1.122 gene=Cucsa.058600.v1 seq_id=scaffold00614 type=cds, Cucsa.273890.1.v1.122 gene=Cucsa.273890.v1 seq_id=scaffold02511 type=cds, Cucsa.108550.1.v1.122 gene=Cucsa.108550.v1 seq_id=scaffold00931 type=cds, Cucsa.079650.1.v1.122 gene=Cucsa.079650.v1 seq_id=scaffold00793 type=cds, Cucsa.315850.1.v1.122 gene=Cucsa.315850.v1 seq_id=scaffold03033 type=cds, Cucsa.213260.1.v1.122 gene=Cucsa.213260.v1 seq_id=scaffold01543 type=cds, Cucsa.212270.1.v1.122 gene=Cucsa.212270.v1 seq_id=scaffold01543 type=cds, Cucsa.212390.1.v1.122 gene=Cucsa.212390.v1 seq_id=scaffold01543 type=cds, Cucsa.275000.1.v1.122 gene=Cucsa.275000.v1 seq_id=scaffold02553 type=cds, Cucsa.144420.1.v1.122 gene=Cucsa.144420.v1 seq_id=scaffold01080 type=cds, Cucsa.266530.1.v1.122 gene=Cucsa.266530.v1 seq_id=scaffold02357 type=cds, Cucsa.294810.1.v1.122 gene=Cucsa.294810.v1 seq_id=scaffold02845 type=cds, Cucsa.013990.1.v1.122 gene=Cucsa.013990.v1 seq_id=scaffold00178 type=cds, Cucsa.294610.1.v1.122 gene=Cucsa.294610.v1 seq_id=scaffold02840 type=cds																		
N21.HOG0000193	OG0000002	n1403						Cucsa.034740.1.v1.122 gene=Cucsa.034740.v1 seq_id=scaffold00444 type=cds, Cucsa.229910.1.v1.122 gene=Cucsa.229910.v1 seq_id=scaffold01946 type=cds, Cucsa.013230.1.v1.122 gene=Cucsa.013230.v1 seq_id=scaffold00166 type=cds, Cucsa.311160.1.v1.122 gene=Cucsa.311160.v1 seq_id=scaffold02995 type=cds																		
N21.HOG0000194	OG0000002	n1495						Cucsa.052550.1.v1.122 gene=Cucsa.052550.v1 seq_id=scaffold00577 type=cds																		
N21.HOG0000195	OG0000004	n35			Betpen_Bpev01.c0327.g0005.m0001			Cucsa.069280.1.v1.122 gene=Cucsa.069280.v1 seq_id=scaffold00714 type=cds																		
N21.HOG0000196	OG0000004	n53						Cucsa.252810.1.v1.122 gene=Cucsa.252810.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000197	OG0000004	n55			Betpen_Bpev01.c1211.g0010.m0001			Cucsa.096930.1.v1.122 gene=Cucsa.096930.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0000198	OG0000004	n79			Betpen_Bpev01.c0031.g0013.m0001			Cucsa.149280.1.v1.122 gene=Cucsa.149280.v1 seq_id=scaffold01110 type=cds, Cucsa.359880.1.v1.122 gene=Cucsa.359880.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0000199	OG0000004	n168			Betpen_Bpev01.c1029.g0008.m0001			Cucsa.365850.1.v1.122 gene=Cucsa.365850.v1 seq_id=scaffold03611 type=cds, Cucsa.363830.1.v1.122 gene=Cucsa.363830.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0000200	OG0000004	n192			Betpen_Bpev01.c0598.g0006.m0001			Cucsa.250290.1.v1.122 gene=Cucsa.250290.v1 seq_id=scaffold02219 type=cds, Cucsa.101370.1.v1.122 gene=Cucsa.101370.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0000201	OG0000004	n220			Betpen_Bpev01.c1202.g0021.m0001																					
N21.HOG0000202	OG0000004	n237			Betpen_Bpev01.c0052.g0027.m0001																					
N21.HOG0000203	OG0000004	n252						Cucsa.156890.1.v1.122 gene=Cucsa.156890.v1 seq_id=scaffold01141 type=cds																		
N21.HOG0000204	OG0000004	n280			Betpen_Bpev01.c0027.g0191.m0001, Betpen_Bpev01.c0015.g0001.m0001, Betpen_Bpev01.c0328.g0028.m0001, Betpen_Bpev01.c1348.g0005.m0001, Betpen_Bpev01.c0380.g0003.m0001			Cucsa.219890.1.v1.122 gene=Cucsa.219890.v1 seq_id=scaffold01658 type=cds, Cucsa.244290.1.v1.122 gene=Cucsa.244290.v1 seq_id=scaffold02135 type=cds																		
N21.HOG0000205	OG0000004	n341			Betpen_Bpev01.c2692.g0002.m0001																					
N21.HOG0000206	OG0000004	n357						Cucsa.094100.1.v1.122 gene=Cucsa.094100.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0000207	OG0000004	n358			Betpen_Bpev01.c1851.g0003.m0001			Cucsa.129330.1.v1.122 gene=Cucsa.129330.v1 seq_id=scaffold01028 type=cds																		
N21.HOG0000208	OG0000004	n377						Cucsa.321150.1.v1.122 gene=Cucsa.321150.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0000209	OG0000004	n405			Betpen_Bpev01.c1161.g0013.m0001, Betpen_Bpev01.c1161.g0012.m0001, Betpen_Bpev01.c1161.g0014.m0001, Betpen_Bpev01.c1161.g0015.m0001, Betpen_Bpev01.c1161.g0016.m0001, Betpen_Bpev01.c0051.g0025.m0001, Betpen_Bpev01.c0229.g0016.m0001, Betpen_Bpev01.c0088.g0065.m0001, Betpen_Bpev01.c1161.g0011.m0001, Betpen_Bpev01.c1600.g0005.m0001, Betpen_Bpev01.c1851.g0002.m0001			Cucsa.129320.1.v1.122 gene=Cucsa.129320.v1 seq_id=scaffold01028 type=cds																		
N21.HOG0000210	OG0000004	n487						Cucsa.260030.1.v1.122 gene=Cucsa.260030.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000211	OG0000004	n514			Betpen_Bpev01.c0312.g0026.m0001																					
N21.HOG0000212	OG0000004	n519			Betpen_Bpev01.c0312.g0025.m0001																					
N21.HOG0000213	OG0000004	n527						Cucsa.260040.1.v1.122 gene=Cucsa.260040.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000214	OG0000004	n542			Betpen_Bpev01.c1851.g0001.m0001																					
N21.HOG0000215	OG0000004	n556			Betpen_Bpev01.c1161.g0017.m0001, Betpen_Bpev01.c1161.g0018.m0001			Cucsa.129630.1.v1.122 gene=Cucsa.129630.v1 seq_id=scaffold01028 type=cds, Cucsa.321160.1.v1.122 gene=Cucsa.321160.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0000216	OG0000004	n638			Betpen_Bpev01.c0343.g0032.m0001																					
N21.HOG0000217	OG0000004	n700						Cucsa.053560.1.v1.122 gene=Cucsa.053560.v1 seq_id=scaffold00581 type=cds																		
N21.HOG0000218	OG0000004	n716			Betpen_Bpev01.c0764.g0013.m0001			Cucsa.255340.1.v1.122 gene=Cucsa.255340.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000219	OG0000004	n726			Betpen_Bpev01.c0050.g0104.m0001																					
N21.HOG0000220	OG0000004	n735			Betpen_Bpev01.c0089.g0030.m0001, Betpen_Bpev01.c0089.g0031.m0001			Cucsa.062330.1.v1.122 gene=Cucsa.062330.v1 seq_id=scaffold00654 type=cds																		
N21.HOG0000221	OG0000004	n779			Betpen_Bpev01.c0343.g0033.m0001			Cucsa.046660.1.v1.122 gene=Cucsa.046660.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0000222	OG0000004	n801			Betpen_Bpev01.c0050.g0100.m0001			Cucsa.388540.1.v1.122 gene=Cucsa.388540.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0000223	OG0000004	n838			Betpen_Bpev01.c0764.g0011.m0001			Cucsa.255320.1.v1.122 gene=Cucsa.255320.v1 seq_id=scaffold02229 type=cds, Cucsa.383680.1.v1.122 gene=Cucsa.383680.v1 seq_id=scaffold03882 type=cds																		
N21.HOG0000224	OG0000004	n861			Betpen_Bpev01.c0050.g0103.m0001																					
N21.HOG0000225	OG0000004	n866			Betpen_Bpev01.c0764.g0012.m0001			Cucsa.255330.1.v1.122 gene=Cucsa.255330.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000226	OG0000004	n905			Betpen_Bpev01.c1335.g0011.m0001																					
N21.HOG0000227	OG0000004	n921						Cucsa.258900.1.v1.122 gene=Cucsa.258900.v1 seq_id=scaffold02229 type=cds, Cucsa.364910.1.v1.122 gene=Cucsa.364910.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0000228	OG0000004	n923			Betpen_Bpev01.c0505.g0010.m0001			Cucsa.012850.1.v1.122 gene=Cucsa.012850.v1 seq_id=scaffold00164 type=cds																		
N21.HOG0000229	OG0000004	n956						Cucsa.107190.1.v1.122 gene=Cucsa.107190.v1 seq_id=scaffold00930 type=cds																		
N21.HOG0000230	OG0000004	n957			Betpen_Bpev01.c0158.g0017.m0001			Cucsa.303720.1.v1.122 gene=Cucsa.303720.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0000231	OG0000004	n971						Cucsa.201950.1.v1.122 gene=Cucsa.201950.v1 seq_id=scaffold01376 type=cds																		
N21.HOG0000232	OG0000004	n973			Betpen_Bpev01.c1508.g0002.m0001, Betpen_Bpev01.c0089.g0057.m0001			Cucsa.118840.1.v1.122 gene=Cucsa.118840.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0000233	OG0000004	n1005			Betpen_Bpev01.c0812.g0006.m0001			Cucsa.198700.1.v1.122 gene=Cucsa.198700.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0000234	OG0000004	n1016			Betpen_Bpev01.c1185.g0011.m0001			Cucsa.193280.1.v1.122 gene=Cucsa.193280.v1 seq_id=scaffold01335 type=cds																		
N21.HOG0000235	OG0000004	n1033			Betpen_Bpev01.c0050.g0041.m0001																					
N21.HOG0000236	OG0000004	n1100			Betpen_Bpev01.c1352.g0014.m0001			Cucsa.190200.1.v1.122 gene=Cucsa.190200.v1 seq_id=scaffold01308 type=cds, Cucsa.139820.1.v1.122 gene=Cucsa.139820.v1 seq_id=scaffold01066 type=cds																		
N21.HOG0000237	OG0000004	n1105			Betpen_Bpev01.c1256.g0006.m0001			Cucsa.042770.1.v1.122 gene=Cucsa.042770.v1 seq_id=scaffold00540 type=cds																		
N21.HOG0000238	OG0000004	n1132			Betpen_Bpev01.c0571.g0019.m0001			Cucsa.122930.1.v1.122 gene=Cucsa.122930.v1 seq_id=scaffold01000 type=cds																		
N21.HOG0000239	OG0000004	n1146			Betpen_Bpev01.c1579.g0008.m0001			Cucsa.126880.1.v1.122 gene=Cucsa.126880.v1 seq_id=scaffold01017 type=cds, Cucsa.046390.1.v1.122 gene=Cucsa.046390.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0000240	OG0000004	n1164			Betpen_Bpev01.c0500.g0009.m0001			Cucsa.195660.1.v1.122 gene=Cucsa.195660.v1 seq_id=scaffold01352 type=cds																		
N21.HOG0000241	OG0000004	n1187			Betpen_Bpev01.c1468.g0001.m0001, Betpen_Bpev01.c1579.g0004.m0001			Cucsa.126860.1.v1.122 gene=Cucsa.126860.v1 seq_id=scaffold01017 type=cds																		
N21.HOG0000242	OG0000004	n1220			Betpen_Bpev01.c0052.g0008.m0001																					
N21.HOG0000243	OG0000004	n1230			Betpen_Bpev01.c0261.g0021.m0001																					
N21.HOG0000244	OG0000004	n1239						Cucsa.095860.1.v1.122 gene=Cucsa.095860.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0000245	OG0000004	n1260			Betpen_Bpev01.c0038.g0089.m0001			Cucsa.394520.1.v1.122 gene=Cucsa.394520.v1 seq_id=scaffold04100 type=cds, Cucsa.286530.1.v1.122 gene=Cucsa.286530.v1 seq_id=scaffold02653 type=cds																		
N21.HOG0000246	OG0000004	n1284			Betpen_Bpev01.c0082.g0088.m0001			Cucsa.105790.1.v1.122 gene=Cucsa.105790.v1 seq_id=scaffold00929 type=cds																		
N21.HOG0000247	OG0000004	n1336			Betpen_Bpev01.c0377.g0004.m0001																					
N21.HOG0000248	OG0000004	n1351			Betpen_Bpev01.c0755.g0009.m0001			Cucsa.121430.1.v1.122 gene=Cucsa.121430.v1 seq_id=scaffold00999 type=cds																		
N21.HOG0000249	OG0000004	n1354			Betpen_Bpev01.c0088.g0062.m0001			Cucsa.283620.1.v1.122 gene=Cucsa.283620.v1 seq_id=scaffold02653 type=cds, Cucsa.365320.1.v1.122 gene=Cucsa.365320.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0000250	OG0000004	n1370						Cucsa.256230.1.v1.122 gene=Cucsa.256230.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000251	OG0000005	n59			Betpen_Bpev01.c0717.g0028.m0001																					
N21.HOG0000252	OG0000005	n93			Betpen_Bpev01.c0717.g0029.m0001, Betpen_Bpev01.c0717.g0031.m0001																					
N21.HOG0000253	OG0000005	n105			Betpen_Bpev01.c2049.g0003.m0001, Betpen_Bpev01.c0559.g0003.m0001																					
N21.HOG0000254	OG0000005	n141						Cucsa.302560.1.v1.122 gene=Cucsa.302560.v1 seq_id=scaffold02951 type=cds, Cucsa.302520.1.v1.122 gene=Cucsa.302520.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0000255	OG0000005	n153			Betpen_Bpev01.c0504.g0004.m0001																					
N21.HOG0000256	OG0000005	n155			Betpen_Bpev01.c0214.g0056.m0001, Betpen_Bpev01.c1501.g0006.m0001																					
N21.HOG0000257	OG0000005	n175			Betpen_Bpev01.c0403.g0005.m0001			Cucsa.234900.1.v1.122 gene=Cucsa.234900.v1 seq_id=scaffold02004 type=cds, Cucsa.234890.1.v1.122 gene=Cucsa.234890.v1 seq_id=scaffold02004 type=cds																		
N21.HOG0000258	OG0000005	n231			Betpen_Bpev01.c0639.g0023.m0001			Cucsa.234340.1.v1.122 gene=Cucsa.234340.v1 seq_id=scaffold01999 type=cds																		
N21.HOG0000259	OG0000005	n251			Betpen_Bpev01.c0031.g0012.m0001			Cucsa.359870.1.v1.122 gene=Cucsa.359870.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0000260	OG0000005	n267			Betpen_Bpev01.c0597.g0030.m0001																					
N21.HOG0000261	OG0000005	n319			Betpen_Bpev01.c0083.g0020.m0001																					
N21.HOG0000262	OG0000005	n334						Cucsa.041770.1.v1.122 gene=Cucsa.041770.v1 seq_id=scaffold00540 type=cds																		
N21.HOG0000263	OG0000005	n356						Cucsa.041750.1.v1.122 gene=Cucsa.041750.v1 seq_id=scaffold00540 type=cds																		
N21.HOG0000264	OG0000005	n393			Betpen_Bpev01.c0243.g0048.m0003, Betpen_Bpev01.c0243.g0048.m0002																					
N21.HOG0000265	OG0000005	n394			Betpen_Bpev01.c1354.g0003.m0001			Cucsa.041840.1.v1.122 gene=Cucsa.041840.v1 seq_id=scaffold00540 type=cds, Cucsa.041780.1.v1.122 gene=Cucsa.041780.v1 seq_id=scaffold00540 type=cds																		
N21.HOG0000266	OG0000005	n408			Betpen_Bpev01.c1089.g0006.m0001			Cucsa.005160.1.v1.122 gene=Cucsa.005160.v1 seq_id=scaffold00055 type=cds																		
N21.HOG0000267	OG0000005	n467			Betpen_Bpev01.c0577.g0026.m0001			Cucsa.343160.1.v1.122 gene=Cucsa.343160.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0000268	OG0000005	n510			Betpen_Bpev01.c0522.g0047.m0001																					
N21.HOG0000269	OG0000005	n560						Cucsa.106760.1.v1.122 gene=Cucsa.106760.v1 seq_id=scaffold00930 type=cds																		
N21.HOG0000270	OG0000005	n593						Cucsa.199930.1.v1.122 gene=Cucsa.199930.v1 seq_id=scaffold01365 type=cds																		
N21.HOG0000271	OG0000005	n620			Betpen_Bpev01.c0046.g0009.m0001																					
N21.HOG0000272	OG0000005	n631			Betpen_Bpev01.c0022.g0182.m0002, Betpen_Bpev01.c0022.g0182.m0001																					
N21.HOG0000273	OG0000005	n660						Cucsa.047300.1.v1.122 gene=Cucsa.047300.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0000274	OG0000005	n708			Betpen_Bpev01.c0045.g0036.m0001			Cucsa.360170.1.v1.122 gene=Cucsa.360170.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0000275	OG0000005	n730			Betpen_Bpev01.c0051.g0142.m0001			Cucsa.141800.1.v1.122 gene=Cucsa.141800.v1 seq_id=scaffold01079 type=cds																		
N21.HOG0000276	OG0000005	n759			Betpen_Bpev01.c0018.g0020.m0001			Cucsa.395740.1.v1.122 gene=Cucsa.395740.v1 seq_id=scaffold04100 type=cds																		
N21.HOG0000277	OG0000005	n783			Betpen_Bpev01.c0015.g0096.m0001			Cucsa.102940.1.v1.122 gene=Cucsa.102940.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0000278	OG0000005	n805			Betpen_Bpev01.c1350.g0009.m0001			Cucsa.251250.1.v1.122 gene=Cucsa.251250.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0000279	OG0000005	n882			Betpen_Bpev01.c0399.g0008.m0001, Betpen_Bpev01.c3373.g0001.m0001																					
N21.HOG0000280	OG0000005	n922			Betpen_Bpev01.c0015.g0017.m0001																					
N21.HOG0000281	OG0000005	n926			Betpen_Bpev01.c0657.g0013.m0001, Betpen_Bpev01.c0555.g0005.m0001																					
N21.HOG0000282	OG0000006	n30			Betpen_Bpev01.c3193.g0001.m0001																					
N21.HOG0000283	OG0000006	n31			Betpen_Bpev01.c0671.g0002.m0001			Cucsa.250220.1.v1.122 gene=Cucsa.250220.v1 seq_id=scaffold02219 type=cds, Cucsa.246530.1.v1.122 gene=Cucsa.246530.v1 seq_id=scaffold02146 type=cds																		
N21.HOG0000284	OG0000006	n91			Betpen_Bpev01.c1227.g0008.m0001, Betpen_Bpev01.c1227.g0009.m0001, Betpen_Bpev01.c1574.g0001.m0001																					
N21.HOG0000285	OG0000006	n110			Betpen_Bpev01.c1627.g0004.m0001																					
N21.HOG0000286	OG0000006	n374			Betpen_Bpev01.c1659.g0007.m0001																					
N21.HOG0000287	OG0000006	n436						Cucsa.250210.1.v1.122 gene=Cucsa.250210.v1 seq_id=scaffold02219 type=cds, Cucsa.250180.1.v1.122 gene=Cucsa.250180.v1 seq_id=scaffold02219 type=cds																		
N21.HOG0000288	OG0000006	n438						Cucsa.250250.1.v1.122 gene=Cucsa.250250.v1 seq_id=scaffold02219 type=cds, Cucsa.250240.1.v1.122 gene=Cucsa.250240.v1 seq_id=scaffold02219 type=cds																		
N21.HOG0000289	OG0000006	n440						Cucsa.250200.1.v1.122 gene=Cucsa.250200.v1 seq_id=scaffold02219 type=cds, Cucsa.250170.1.v1.122 gene=Cucsa.250170.v1 seq_id=scaffold02219 type=cds, Cucsa.250160.1.v1.122 gene=Cucsa.250160.v1 seq_id=scaffold02219 type=cds																		
N21.HOG0000290	OG0000006	n482			Betpen_Bpev01.c1988.g0002.m0001, Betpen_Bpev01.c0671.g0003.m0001, Betpen_Bpev01.c1988.g0001.m0001, Betpen_Bpev01.c3193.g0002.m0001, Betpen_Bpev01.c0671.g0005.m0001, Betpen_Bpev01.c0415.g0001.m0001																					
